STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2019
30,3,Montana,Big Horn County,12865,12863,13319
30,5,Montana,Blaine County,6491,6491,6681
30,7,Montana,Broadwater County,5612,5608,6237
30,9,Montana,Carbon County,10078,10078,10725
30,11,Montana,Carter County,1160,1160,1252
30,13,Montana,Cascade County,81327,81326,81366
30,15,Montana,Chouteau County,5813,5813,5635
30,17,Montana,Custer County,11699,11699,11402
30,19,Montana,Daniels County,1751,1751,1690
30,21,Montana,Dawson County,8966,8963,8613
30,23,Montana,Deer Lodge County,9298,9294,9140
30,25,Montana,Fallon County,2890,2890,2846
30,27,Montana,Fergus County,11586,11590,11050
30,29,Montana,Flathead County,90928,90927,103806
30,31,Montana,Gallatin County,89513,89515,114434
30,33,Montana,Garfield County,1206,1209,1258
30,35,Montana,Glacier County,13399,13399,13753
30,37,Montana,Golden Valley County,884,884,821
30,39,Montana,Granite County,3079,3074,3379
30,41,Montana,Hill County,16096,16096,16484
30,43,Montana,Jefferson County,11406,11403,12221
30,45,Montana,Judith Basin County,2072,2072,2007
30,47,Montana,Lake County,28746,28748,30458
30,49,Montana,Lewis and Clark County,63395,63394,69432
30,51,Montana,Liberty County,2339,2339,2337
30,53,Montana,Lincoln County,19687,19683,19980
30,55,Montana,McCone County,1734,1734,1664
30,57,Montana,Madison County,7691,7691,8600
30,59,Montana,Meagher County,1891,1891,1862
30,61,Montana,Mineral County,4223,4229,4397
30,63,Montana,Missoula County,109299,109296,119600
30,65,Montana,Musselshell County,4538,4538,4633
30,67,Montana,Park County,15636,15635,16606
30,69,Montana,Petroleum County,494,488,487
30,71,Montana,Phillips County,4253,4252,3954
30,73,Montana,Pondera County,6153,6155,5911
30,75,Montana,Powder River County,1743,1743,1682
30,77,Montana,Powell County,7027,7034,6890
30,79,Montana,Prairie County,1179,1179,1077
30,81,Montana,Ravalli County,40212,40210,43806
30,83,Montana,Richland County,9746,9746,10803
30,85,Montana,Roosevelt County,10425,10425,11004
30,87,Montana,Rosebud County,9233,9235,8937
30,89,Montana,Sanders County,11413,11413,12113
30,91,Montana,Sheridan County,3384,3384,3309
30,93,Montana,Silver Bow County,34200,34209,34915
30,95,Montana,Stillwater County,9117,9096,9642
30,97,Montana,Sweet Grass County,3651,3651,3737
30,99,Montana,Teton County,6073,6071,6147
30,101,Montana,Toole County,5324,5324,4736
30,103,Montana,Treasure County,718,718,696
30,105,Montana,Valley County,7369,7369,7396
30,107,Montana,Wheatland County,2168,2168,2126
30,109,Montana,Wibaux County,1017,1017,969
30,111,Montana,Yellowstone County,147972,147991,161300
31,0,Nebraska,Nebraska,1826341,1826305,1934408
31,1,Nebraska,Adams County,31364,31367,31363
31,3,Nebraska,Antelope County,6685,6685,6298
31,5,Nebraska,Arthur County,460,460,463
31,7,Nebraska,Banner County,690,690,745
31,9,Nebraska,Blaine County,478,478,465
31,11,Nebraska,Boone County,5505,5505,5192
31,13,Nebraska,Box Butte County,11308,11308,10783
31,15,Nebraska,Boyd County,2099,2099,1919
31,17,Nebraska,Brown County,3145,3143,2955
31,19,Nebraska,Buffalo County,46102,46099,49659
31,21,Nebraska,Burt County,6858,6858,6459
31,23,Nebraska,Butler County,8395,8395,8016
31,25,Nebraska,Cass County,25241,25241,26248
31,27,Nebraska,Cedar County,8852,8852,8402
31,29,Nebraska,Chase County,3966,3966,3924
31,31,Nebraska,Cherry County,5713,5713,5689
31,33,Nebraska,Cheyenne County,9998,9998,8910
31,35,Nebraska,Clay County,6542,6539,6203
31,37,Nebraska,Colfax County,10515,10515,10709
31,39,Nebraska,Cuming County,9139,9139,8846
31,41,Nebraska,Custer County,10939,10939,10777
31,43,Nebraska,Dakota County,21006,21006,20026
31,45,Nebraska,Dawes County,9182,9182,8589
31,47,Nebraska,Dawson County,24326,24326,23595
31,49,Nebraska,Deuel County,1941,1932,1794
31,51,Nebraska,Dixon County,6000,6003,5636
31,53,Nebraska,Dodge County,36691,36685,36565
31,55,Nebraska,Douglas County,517110,517116,571327
31,57,Nebraska,Dundy County,2008,2008,1693
31,59,Nebraska,Fillmore County,5890,5890,5462
31,61,Nebraska,Franklin County,3225,3225,2979
31,63,Nebraska,Frontier County,2756,2756,2627
31,65,Nebraska,Furnas County,4959,4959,4676
31,67,Nebraska,Gage County,22311,22311,21513
31,69,Nebraska,Garden County,2057,2057,1837
31,71,Nebraska,Garfield County,2049,2049,1969
31,73,Nebraska,Gosper County,2044,2044,1990
31,75,Nebraska,Grant County,614,614,623
31,77,Nebraska,Greeley County,2538,2538,2356
31,79,Nebraska,Hall County,58607,58611,61353
31,81,Nebraska,Hamilton County,9124,9114,9324
31,83,Nebraska,Harlan County,3423,3417,3380
31,85,Nebraska,Hayes County,967,960,922
31,87,Nebraska,Hitchcock County,2908,2908,2762
31,89,Nebraska,Holt County,10435,10435,10067
31,91,Nebraska,Hooker County,736,736,682
31,93,Nebraska,Howard County,6274,6274,6445
31,95,Nebraska,Jefferson County,7547,7547,7046
31,97,Nebraska,Johnson County,5217,5217,5071
31,99,Nebraska,Kearney County,6489,6489,6495
31,101,Nebraska,Keith County,8368,8371,8034
31,103,Nebraska,Keya Paha County,824,824,806
31,105,Nebraska,Kimball County,3821,3821,3632
31,107,Nebraska,Knox County,8701,8701,8332
31,109,Nebraska,Lancaster County,285407,285407,319090
31,111,Nebraska,Lincoln County,36288,36288,34914
31,113,Nebraska,Logan County,763,763,748
31,115,Nebraska,Loup County,632,628,664
31,117,Nebraska,McPherson County,539,539,494
31,119,Nebraska,Madison County,34876,34876,35099
31,121,Nebraska,Merrick County,7845,7859,7755
31,123,Nebraska,Morrill County,5042,5042,4642
31,125,Nebraska,Nance County,3735,3735,3519
31,127,Nebraska,Nemaha County,7248,7248,6972
31,129,Nebraska,Nuckolls County,4500,4500,4148
31,131,Nebraska,Otoe County,15740,15740,16012
31,133,Nebraska,Pawnee County,2773,2773,2613
31,135,Nebraska,Perkins County,2970,2967,2891
31,137,Nebraska,Phelps County,9188,9188,9034
31,139,Nebraska,Pierce County,7266,7266,7148
31,141,Nebraska,Platte County,32237,32237,33470
31,143,Nebraska,Polk County,5406,5402,5213
31,145,Nebraska,Red Willow County,11055,11055,10724
31,147,Nebraska,Richardson County,8363,8363,7865
31,149,Nebraska,Rock County,1526,1528,1357
31,151,Nebraska,Saline County,14200,14200,14224
31,153,Nebraska,Sarpy County,158840,158835,187196
31,155,Nebraska,Saunders County,20780,20778,21578
31,157,Nebraska,Scotts Bluff County,36970,36970,35618
31,159,Nebraska,Seward County,16750,16750,17284
31,161,Nebraska,Sheridan County,5469,5469,5246
31,163,Nebraska,Sherman County,3152,3152,3001
31,165,Nebraska,Sioux County,1311,1311,1166
31,167,Nebraska,Stanton County,6129,6128,5920
31,169,Nebraska,Thayer County,5228,5228,5003
31,171,Nebraska,Thomas County,647,647,722
31,173,Nebraska,Thurston County,6940,6939,7224
31,175,Nebraska,Valley County,4260,4260,4158
31,177,Nebraska,Washington County,20234,20232,20729
31,179,Nebraska,Wayne County,9595,9592,9385
31,181,Nebraska,Webster County,3812,3812,3487
31,183,Nebraska,Wheeler County,818,818,783
31,185,Nebraska,York County,13665,13665,13679
32,0,Nevada,Nevada,2700551,2700677,3080156
32,1,Nevada,Churchill County,24877,24875,24909
32,3,Nevada,Clark County,1951269,1951268,2266715
32,5,Nevada,Douglas County,46997,47000,48905
32,7,Nevada,Elko County,48818,48942,52778
32,9,Nevada,Esmeralda County,783,784,873
32,11,Nevada,Eureka County,1987,1987,2029
32,13,Nevada,Humboldt County,16528,16521,16831
32,15,Nevada,Lander County,5775,5775,5532
32,17,Nevada,Lincoln County,5345,5339,5183
32,19,Nevada,Lyon County,51980,51982,57510
32,21,Nevada,Mineral County,4772,4770,4505
32,23,Nevada,Nye County,43946,43945,46523
32,27,Nevada,Pershing County,6753,6752,6725
32,29,Nevada,Storey County,4010,4013,4123
32,31,Nevada,Washoe County,421407,421429,471519
32,33,Nevada,White Pine County,10030,10026,9580
32,510,Nevada,Carson City,55274,55269,55916
33,0,New Hampshire,New Hampshire,1316470,1316462,1359711
33,1,New Hampshire,Belknap County,60088,60075,61303
33,3,New Hampshire,Carroll County,47818,47823,48910
33,5,New Hampshire,Cheshire County,77117,77122,76085
33,7,New Hampshire,Coos County,33055,33052,31563
33,9,New Hampshire,Grafton County,89118,89139,89886
33,11,New Hampshire,Hillsborough County,400721,400706,417025
33,13,New Hampshire,Merrimack County,146445,146451,151391
33,15,New Hampshire,Rockingham County,295223,295204,309769
33,17,New Hampshire,Strafford County,123143,123151,130633
33,19,New Hampshire,Sullivan County,43742,43739,43146
34,0,New Jersey,New Jersey,8791894,8791978,8882190
34,1,New Jersey,Atlantic County,274549,274525,263670
34,3,New Jersey,Bergen County,905116,905107,932202
34,5,New Jersey,Burlington County,448734,448730,445349
34,7,New Jersey,Camden County,513657,513535,506471
34,9,New Jersey,Cape May County,97265,97257,92039
34,11,New Jersey,Cumberland County,156898,156627,149527
34,13,New Jersey,Essex County,783969,783891,798975
34,15,New Jersey,Gloucester County,288288,288756,291636
34,17,New Jersey,Hudson County,634266,634284,672391
34,19,New Jersey,Hunterdon County,128349,127361,124371
34,21,New Jersey,Mercer County,366513,367485,367430
34,23,New Jersey,Middlesex County,809858,810038,825062
34,25,New Jersey,Monmouth County,630380,630362,618795
34,27,New Jersey,Morris County,492276,492281,491845
34,29,New Jersey,Ocean County,576567,576546,607186
34,31,New Jersey,Passaic County,501226,501600,501826
34,33,New Jersey,Salem County,66083,66072,62385
34,35,New Jersey,Somerset County,323444,323479,328934
34,37,New Jersey,Sussex County,149265,148936,140488
34,39,New Jersey,Union County,536499,536464,556341
34,41,New Jersey,Warren County,108692,108642,105267
35,0,New Mexico,New Mexico,2059179,2059199,2096829
35,1,New Mexico,Bernalillo County,662564,662477,679121
35,3,New Mexico,Catron County,3725,3727,3527
35,5,New Mexico,Chaves County,65645,65648,64615
35,6,New Mexico,Cibola County,27213,27215,26675
35,7,New Mexico,Colfax County,13750,13751,11941
35,9,New Mexico,Curry County,48376,48376,48954
35,11,New Mexico,De Baca County,2022,2024,1748
35,13,New Mexico,Doña Ana County,209233,209217,218195
35,15,New Mexico,Eddy County,53829,53828,58460
35,17,New Mexico,Grant County,29514,29512,26998
35,19,New Mexico,Guadalupe County,4687,4688,4300
35,21,New Mexico,Harding County,695,695,625
35,23,New Mexico,Hidalgo County,4894,4898,4198
35,25,New Mexico,Lea County,64727,64726,71070
35,27,New Mexico,Lincoln County,20497,20493,19572
35,28,New Mexico,Los Alamos County,17950,17950,19369
35,29,New Mexico,Luna County,25095,25095,23709
35,31,New Mexico,McKinley County,71492,71485,71367
35,33,New Mexico,Mora County,4881,4881,4521
35,35,New Mexico,Otero County,63797,63832,67490
35,37,New Mexico,Quay County,9041,9040,8253
35,39,New Mexico,Rio Arriba County,40246,40220,38921
35,41,New Mexico,Roosevelt County,19846,19840,18500
35,43,New Mexico,Sandoval County,131561,131621,146748
35,45,New Mexico,San Juan County,130044,130045,123958
35,47,New Mexico,San Miguel County,29393,29375,27277
35,49,New Mexico,Santa Fe County,144170,144232,150358
35,51,New Mexico,Sierra County,11988,11996,10791
35,53,New Mexico,Socorro County,17866,17861,16637
35,55,New Mexico,Taos County,32937,32933,32723
35,57,New Mexico,Torrance County,16383,16380,15461
35,59,New Mexico,Union County,4549,4553,4059
35,61,New Mexico,Valencia County,76569,76585,76688
36,0,New York,New York,19378102,19378144,19453561
36,1,New York,Albany County,304204,304208,305506
36,3,New York,Allegany County,48946,48923,46091
36,5,New York,Bronx County,1385108,1384580,1418207
36,7,New York,Broome County,200600,200675,190488
36,9,New York,Cattaraugus County,80317,80337,76117
36,11,New York,Cayuga County,80026,80008,76576
36,13,New York,Chautauqua County,134905,134907,126903
36,15,New York,Chemung County,88830,88847,83456
36,17,New York,Chenango County,50477,50511,47207
36,19,New York,Clinton County,82128,82131,80485
36,21,New York,Columbia County,63096,63066,59461
36,23,New York,Cortland County,49336,49290,47581
36,25,New York,Delaware County,47980,47962,44135
36,27,New York,Dutchess County,297488,297454,294218
36,29,New York,Erie County,919040,919134,918702
36,31,New York,Essex County,39370,39373,36885
36,33,New York,Franklin County,51599,51601,50022
36,35,New York,Fulton County,55531,55513,53383
36,37,New York,Genesee County,60079,59934,57280
36,39,New York,Greene County,49221,49214,47188
36,41,New York,Hamilton County,4836,4841,4416
36,43,New York,Herkimer County,64519,64469,61319
36,45,New York,Jefferson County,116229,116232,109834
36,47,New York,Kings County,2504700,2504721,2559903
36,49,New York,Lewis County,27087,27090,26296
36,51,New York,Livingston County,65393,65206,62914
36,53,New York,Madison County,73442,73452,70941
36,55,New York,Monroe County,744344,744394,741770
36,57,New York,Montgomery County,50219,50264,49221
36,59,New York,Nassau County,1339532,1339880,1356924
36,61,New York,New York County,1585873,1586381,1628706
36,63,New York,Niagara County,216469,216480,209281
36,65,New York,Oneida County,234878,234860,228671
36,67,New York,Onondaga County,467026,467067,460528
36,69,New York,Ontario County,107931,108099,109777
36,71,New York,Orange County,372813,372826,384940
36,73,New York,Orleans County,42883,42890,40352
36,75,New York,Oswego County,122109,122105,117124
36,77,New York,Otsego County,62259,62278,59493
36,79,New York,Putnam County,99710,99654,98320
36,81,New York,Queens County,2230722,2230619,2253858
36,83,New York,Rensselaer County,159429,159433,158714
36,85,New York,Richmond County,468730,468730,476143
36,87,New York,Rockland County,311687,311691,325789
36,89,New York,St. Lawrence County,111944,111940,107740
36,91,New York,Saratoga County,219607,219598,229863
36,93,New York,Schenectady County,154727,154751,155299
36,95,New York,Schoharie County,32749,32723,30999
36,97,New York,Schuyler County,18343,18362,17807
36,99,New York,Seneca County,35251,35248,34016
36,101,New York,Steuben County,98990,98982,95379
36,103,New York,Suffolk County,1493350,1493116,1476601
36,105,New York,Sullivan County,77547,77501,75432
36,107,New York,Tioga County,51125,51049,48203
36,109,New York,Tompkins County,101564,101592,102180
36,111,New York,Ulster County,182493,182519,177573
36,113,New York,Warren County,65707,65692,63944
36,115,New York,Washington County,63216,63254,61204
36,117,New York,Wayne County,93772,93751,89918
36,119,New York,Westchester County,949113,949218,967506
36,121,New York,Wyoming County,42155,42154,39859
36,123,New York,Yates County,25348,25364,24913
37,0,North Carolina,North Carolina,9535483,9535751,10488084
37,1,North Carolina,Alamance County,151131,151155,169509
37,3,North Carolina,Alexander County,37198,37182,37497
37,5,North Carolina,Alleghany County,11155,11152,11137
37,7,North Carolina,Anson County,26948,26929,24446
37,9,North Carolina,Ashe County,27281,27240,27203
37,11,North Carolina,Avery County,17797,17807,17557
37,13,North Carolina,Beaufort County,47759,47784,46994
37,15,North Carolina,Bertie County,21282,21275,18947
37,17,North Carolina,Bladen County,35190,35170,32722
37,19,North Carolina,Brunswick County,107431,107429,142820
37,21,North Carolina,Buncombe County,238318,238330,261191
37,23,North Carolina,Burke County,90912,90837,90485
37,25,North Carolina,Cabarrus County,178011,178121,216453
37,27,North Carolina,Caldwell County,83029,83058,82178
37,29,North Carolina,Camden County,9980,9980,10867
37,31,North Carolina,Carteret County,66469,66463,69473
37,33,North Carolina,Caswell County,23719,23731,22604
37,35,North Carolina,Catawba County,154358,154717,159551
37,37,North Carolina,Chatham County,63505,63485,74470
37,39,North Carolina,Cherokee County,27444,27447,28612
37,41,North Carolina,Chowan County,14793,14793,13943
37,43,North Carolina,Clay County,10587,10590,11231
37,45,North Carolina,Cleveland County,98078,98032,97947
37,47,North Carolina,Columbus County,58098,58124,55508
37,49,North Carolina,Craven County,103505,103498,102139
37,51,North Carolina,Cumberland County,319431,319431,335509
37,53,North Carolina,Currituck County,23547,23547,27763
37,55,North Carolina,Dare County,33920,33920,37009
37,57,North Carolina,Davidson County,162878,162822,167609
37,59,North Carolina,Davie County,41240,41221,42846
37,61,North Carolina,Duplin County,58505,58417,58741
37,63,North Carolina,Durham County,267587,270001,321488
37,65,North Carolina,Edgecombe County,56552,56539,51472
37,67,North Carolina,Forsyth County,350670,350638,382295
37,69,North Carolina,Franklin County,60619,60563,69685
37,71,North Carolina,Gaston County,206086,206098,224529
37,73,North Carolina,Gates County,12197,12185,11562
37,75,North Carolina,Graham County,8861,8858,8441
37,77,North Carolina,Granville County,59916,57538,60443
37,79,North Carolina,Greene County,21362,21353,21069
37,81,North Carolina,Guilford County,488406,488454,537174
37,83,North Carolina,Halifax County,54691,54624,50010
37,85,North Carolina,Harnett County,114678,114691,135976
37,87,North Carolina,Haywood County,59036,59032,62317
37,89,North Carolina,Henderson County,106740,106719,117417
37,91,North Carolina,Hertford County,24669,24677,23677
37,93,North Carolina,Hoke County,46952,46889,55234
37,95,North Carolina,Hyde County,5810,5817,4937
37,97,North Carolina,Iredell County,159437,159464,181806
37,99,North Carolina,Jackson County,40271,40270,43938
37,101,North Carolina,Johnston County,168878,168878,209339
37,103,North Carolina,Jones County,10153,10167,9419
37,105,North Carolina,Lee County,57866,57849,61779
37,107,North Carolina,Lenoir County,59495,59507,55949
37,109,North Carolina,Lincoln County,78265,78014,86111
37,111,North Carolina,McDowell County,44996,45002,45756
37,113,North Carolina,Macon County,33922,33925,35858
37,115,North Carolina,Madison County,20764,20782,21755
37,117,North Carolina,Martin County,24505,24515,22440
37,119,North Carolina,Mecklenburg County,919628,919664,1110356
37,121,North Carolina,Mitchell County,15579,15581,14964
37,123,North Carolina,Montgomery County,27798,27782,27173
37,125,North Carolina,Moore County,88247,88250,100880
37,127,North Carolina,Nash County,95840,95829,94298
37,129,North Carolina,New Hanover County,202667,202683,234473
37,131,North Carolina,Northampton County,22099,22106,19483
37,133,North Carolina,Onslow County,177772,177801,197938
37,135,North Carolina,Orange County,133801,133693,148476
37,137,North Carolina,Pamlico County,13144,13143,12726
37,139,North Carolina,Pasquotank County,40661,40661,39824
37,141,North Carolina,Pender County,52217,52196,63060
37,143,North Carolina,Perquimans County,13453,13452,13463
37,145,North Carolina,Person County,39464,39476,39490
37,147,North Carolina,Pitt County,168148,168176,180742
37,149,North Carolina,Polk County,20510,20516,20724
37,151,North Carolina,Randolph County,141752,141824,143667
37,153,North Carolina,Richmond County,46639,46647,44829
37,155,North Carolina,Robeson County,134168,134229,130625
37,157,North Carolina,Rockingham County,93643,93645,91010
37,159,North Carolina,Rowan County,138428,138494,142088
37,161,North Carolina,Rutherford County,67810,67819,67029
37,163,North Carolina,Sampson County,63431,63471,63531
37,165,North Carolina,Scotland County,36157,36160,34823
37,167,North Carolina,Stanly County,60585,60586,62806
37,169,North Carolina,Stokes County,47401,47413,45591
37,171,North Carolina,Surry County,73673,73749,71783
37,173,North Carolina,Swain County,13981,13978,14271
37,175,North Carolina,Transylvania County,33090,33089,34385
37,177,North Carolina,Tyrrell County,4407,4407,4016
37,179,North Carolina,Union County,201292,201332,239859
37,181,North Carolina,Vance County,45422,45408,44535
37,183,North Carolina,Wake County,900993,901052,1111761
37,185,North Carolina,Warren County,20972,21028,19731
37,187,North Carolina,Washington County,13228,13193,11580
37,189,North Carolina,Watauga County,51079,51061,56177
37,191,North Carolina,Wayne County,122623,122661,123131
37,193,North Carolina,Wilkes County,69340,69310,68412
37,195,North Carolina,Wilson County,81234,81224,81801
37,197,North Carolina,Yadkin County,38406,38409,37667
37,199,North Carolina,Yancey County,17818,17817,18069
38,0,North Dakota,North Dakota,672591,672576,762062
38,1,North Dakota,Adams County,2343,2343,2216
38,3,North Dakota,Barnes County,11066,11064,10415
38,5,North Dakota,Benson County,6660,6660,6832
38,7,North Dakota,Billings County,783,784,928
38,9,North Dakota,Bottineau County,6429,6429,6282
38,11,North Dakota,Bowman County,3151,3151,3024
38,13,North Dakota,Burke County,1968,1968,2115
38,15,North Dakota,Burleigh County,81308,81308,95626
38,17,North Dakota,Cass County,149778,149778,181923
38,19,North Dakota,Cavalier County,3993,3994,3762
38,21,North Dakota,Dickey County,5289,5287,4872
38,23,North Dakota,Divide County,2071,2071,2264
38,25,North Dakota,Dunn County,3536,3536,4424
38,27,North Dakota,Eddy County,2385,2385,2287
38,29,North Dakota,Emmons County,3550,3545,3241
38,31,North Dakota,Foster County,3343,3337,3210
38,33,North Dakota,Golden Valley County,1680,1680,1761
38,35,North Dakota,Grand Forks County,66861,66864,69451
38,37,North Dakota,Grant County,2394,2394,2274
38,39,North Dakota,Griggs County,2420,2421,2231
38,41,North Dakota,Hettinger County,2477,2478,2499
38,43,North Dakota,Kidder County,2435,2435,2480
38,45,North Dakota,LaMoure County,4139,4141,4046
38,47,North Dakota,Logan County,1990,1988,1850
38,49,North Dakota,McHenry County,5395,5392,5745
38,51,North Dakota,McIntosh County,2809,2813,2497
38,53,North Dakota,McKenzie County,6360,6359,15024
38,55,North Dakota,McLean County,8962,8962,9450
38,57,North Dakota,Mercer County,8424,8424,8187
38,59,North Dakota,Morton County,27471,27469,31364
38,61,North Dakota,Mountrail County,7673,7663,10545
38,63,North Dakota,Nelson County,3126,3126,2879
38,65,North Dakota,Oliver County,1846,1848,1959
38,67,North Dakota,Pembina County,7413,7403,6801
38,69,North Dakota,Pierce County,4357,4359,3975
38,71,North Dakota,Ramsey County,11451,11451,11519
38,73,North Dakota,Ransom County,5457,5457,5218
38,75,North Dakota,Renville County,2470,2470,2327
38,77,North Dakota,Richland County,16321,16321,16177
38,79,North Dakota,Rolette County,13937,13939,14176
38,81,North Dakota,Sargent County,3829,3829,3898
38,83,North Dakota,Sheridan County,1321,1321,1315
38,85,North Dakota,Sioux County,4153,4154,4230
38,87,North Dakota,Slope County,727,727,750
38,89,North Dakota,Stark County,24199,24199,31489
38,91,North Dakota,Steele County,1975,1975,1890
38,93,North Dakota,Stutsman County,21100,21100,20704
38,95,North Dakota,Towner County,2246,2246,2189
38,97,North Dakota,Traill County,8121,8121,8036
38,99,North Dakota,Walsh County,11119,11126,10641
38,101,North Dakota,Ward County,61675,61675,67641
38,103,North Dakota,Wells County,4207,4207,3834
38,105,North Dakota,Williams County,22398,22399,37589
39,0,Ohio,Ohio,11536504,11536751,11689100
39,1,Ohio,Adams County,28550,28541,27698
39,3,Ohio,Allen County,106331,106313,102351
39,5,Ohio,Ashland County,53139,53140,53484
39,7,Ohio,Ashtabula County,101497,101489,97241
39,9,Ohio,Athens County,64757,64764,65327
39,11,Ohio,Auglaize County,45949,45917,45656
39,13,Ohio,Belmont County,70400,70400,67006
39,15,Ohio,Brown County,44846,44826,43432
39,17,Ohio,Butler County,368130,368136,383134
39,19,Ohio,Carroll County,28836,28834,26914
39,21,Ohio,Champaign County,40097,40101,38885
39,23,Ohio,Clark County,138333,138339,134083
39,25,Ohio,Clermont County,197363,197366,206428
39,27,Ohio,Clinton County,42040,42048,41968
39,29,Ohio,Columbiana County,107841,107852,101883
39,31,Ohio,Coshocton County,36901,36900,36600
39,33,Ohio,Crawford County,43784,43783,41494
39,35,Ohio,Cuyahoga County,1280122,1280114,1235072
39,37,Ohio,Darke County,52959,52968,51113
39,39,Ohio,Defiance County,39037,39026,38087
39,41,Ohio,Delaware County,174214,174172,209177
39,43,Ohio,Erie County,77079,77063,74266
39,45,Ohio,Fairfield County,146156,146194,157574
39,47,Ohio,Fayette County,29030,29034,28525
39,49,Ohio,Franklin County,1163414,1163476,1316756
39,51,Ohio,Fulton County,42698,42698,42126
39,53,Ohio,Gallia County,30934,30942,29898
39,55,Ohio,Geauga County,93389,93405,93649
39,57,Ohio,Greene County,161573,161577,168937
39,59,Ohio,Guernsey County,40087,40092,38875
39,61,Ohio,Hamilton County,802374,802371,817473
39,63,Ohio,Hancock County,74782,74789,75783
39,65,Ohio,Hardin County,32058,32063,31365
39,67,Ohio,Harrison County,15864,15860,15040
39,69,Ohio,Henry County,28215,28215,27006
39,71,Ohio,Highland County,43589,43606,43161
39,73,Ohio,Hocking County,29380,29369,28264
39,75,Ohio,Holmes County,42366,42363,43960
39,77,Ohio,Huron County,59626,59623,58266
39,79,Ohio,Jackson County,33225,33219,32413
39,81,Ohio,Jefferson County,69709,69716,65325
39,83,Ohio,Knox County,60921,60928,62322
39,85,Ohio,Lake County,230041,230051,230149
39,87,Ohio,Lawrence County,62450,62448,59463
39,89,Ohio,Licking County,166492,166482,176862
39,91,Ohio,Logan County,45858,45848,45672
39,93,Ohio,Lorain County,301356,301374,309833
39,95,Ohio,Lucas County,441815,441815,428348
39,97,Ohio,Madison County,43435,43438,44731
39,99,Ohio,Mahoning County,238823,238787,228683
39,101,Ohio,Marion County,66501,66505,65093
39,103,Ohio,Medina County,172332,172333,179746
39,105,Ohio,Meigs County,23770,23767,22907
39,107,Ohio,Mercer County,40814,40816,41172
39,109,Ohio,Miami County,102506,102503,106987
39,111,Ohio,Monroe County,14642,14631,13654
39,113,Ohio,Montgomery County,535153,535200,531687
39,115,Ohio,Morgan County,15054,15044,14508
39,117,Ohio,Morrow County,34827,34825,35328
39,119,Ohio,Muskingum County,86074,86086,86215
39,121,Ohio,Noble County,14645,14655,14424
39,123,Ohio,Ottawa County,41428,41433,40525
39,125,Ohio,Paulding County,19614,19610,18672
39,127,Ohio,Perry County,36058,36037,36134
39,129,Ohio,Pickaway County,55698,55684,58457
39,131,Ohio,Pike County,28709,28571,27772
39,133,Ohio,Portage County,161419,161424,162466
39,135,Ohio,Preble County,42270,42254,40882
39,137,Ohio,Putnam County,34499,34496,33861
39,139,Ohio,Richland County,124475,124474,121154
39,141,Ohio,Ross County,78064,78076,76666
39,143,Ohio,Sandusky County,60944,60946,58518
39,145,Ohio,Scioto County,79499,79650,75314
39,147,Ohio,Seneca County,56745,56742,55178
39,149,Ohio,Shelby County,49423,49455,48590
39,151,Ohio,Stark County,375586,375591,370606
39,153,Ohio,Summit County,541781,541772,541013
39,155,Ohio,Trumbull County,210312,210332,197974
39,157,Ohio,Tuscarawas County,92582,92585,91987
39,159,Ohio,Union County,52300,52331,58988
39,161,Ohio,Van Wert County,28744,28759,28275
39,163,Ohio,Vinton County,13435,13430,13085
39,165,Ohio,Warren County,212693,212798,234602
39,167,Ohio,Washington County,61778,61787,59911
39,169,Ohio,Wayne County,114520,114516,115710
39,171,Ohio,Williams County,37642,37652,36692
39,173,Ohio,Wood County,125488,125489,130817
39,175,Ohio,Wyandot County,22615,22617,21772
40,0,Oklahoma,Oklahoma,3751351,3751582,3956971
40,1,Oklahoma,Adair County,22683,22668,22194
40,3,Oklahoma,Alfalfa County,5642,5639,5702
40,5,Oklahoma,Atoka County,14182,14165,13758
40,7,Oklahoma,Beaver County,5636,5636,5311
40,9,Oklahoma,Beckham County,22119,22119,21859
40,11,Oklahoma,Blaine County,11943,11943,9429
40,13,Oklahoma,Bryan County,42416,42416,47995
40,15,Oklahoma,Caddo County,29600,29598,28762
40,17,Oklahoma,Canadian County,115541,115566,148306
40,19,Oklahoma,Carter County,47557,47729,48111
40,21,Oklahoma,Cherokee County,46987,46992,48657
40,23,Oklahoma,Choctaw County,15205,15199,14672
40,25,Oklahoma,Cimarron County,2475,2475,2137
40,27,Oklahoma,Cleveland County,255755,255990,284014
40,29,Oklahoma,Coal County,5925,5927,5495
40,31,Oklahoma,Comanche County,124098,124098,120749
40,33,Oklahoma,Cotton County,6193,6190,5666
40,35,Oklahoma,Craig County,15029,15027,14142
40,37,Oklahoma,Creek County,69967,69992,71522
40,39,Oklahoma,Custer County,27469,27540,29003
40,41,Oklahoma,Delaware County,41487,41498,43009
40,43,Oklahoma,Dewey County,4810,4810,4891
40,45,Oklahoma,Ellis County,4151,4151,3859
40,47,Oklahoma,Garfield County,60580,60580,61056
40,49,Oklahoma,Garvin County,27576,27571,27711
40,51,Oklahoma,Grady County,52431,52430,55834
40,53,Oklahoma,Grant County,4527,4532,4333
40,55,Oklahoma,Greer County,6239,6239,5712
40,57,Oklahoma,Harmon County,2922,2922,2653
40,59,Oklahoma,Harper County,3685,3682,3688
